DATE,REEF,SITE,RESEARCH_SITE,SUBSTRATE_000,SUBSTRATE_001,SUBSTRATE_002,SUBSTRATE_003,SUBSTRATE_004,SUBSTRATE_005,SUBSTRATE_006,SUBSTRATE_007,SUBSTRATE_008,SUBSTRATE_009,SUBSTRATE_010,SUBSTRATE_011,SUBSTRATE_012,SUBSTRATE_013,SUBSTRATE_014,SUBSTRATE_015,SUBSTRATE_016,SUBSTRATE_017,SUBSTRATE_018,SUBSTRATE_019,SUBSTRATE_020,SUBSTRATE_021,SUBSTRATE_022,SUBSTRATE_023,SUBSTRATE_024,SUBSTRATE_025,SUBSTRATE_026,SUBSTRATE_027,SUBSTRATE_028,SUBSTRATE_029,SUBSTRATE_030,SUBSTRATE_031,SUBSTRATE_032,SUBSTRATE_033,SUBSTRATE_034,SUBSTRATE_035,SUBSTRATE_036,SUBSTRATE_037,SUBSTRATE_038,SUBSTRATE_039,SUBSTRATE_040,SUBSTRATE_041,SUBSTRATE_042,SUBSTRATE_043,SUBSTRATE_044,SUBSTRATE_045,SUBSTRATE_046,SUBSTRATE_047,SUBSTRATE_048,SUBSTRATE_049,SUBSTRATE_050,SUBSTRATE_051,SUBSTRATE_052,SUBSTRATE_053,SUBSTRATE_054,SUBSTRATE_055,SUBSTRATE_056,SUBSTRATE_057,SUBSTRATE_058,SUBSTRATE_059,SUBSTRATE_060,SUBSTRATE_061,SUBSTRATE_062,SUBSTRATE_063,SUBSTRATE_064,SUBSTRATE_065,SUBSTRATE_066,SUBSTRATE_067,SUBSTRATE_068,SUBSTRATE_069,SUBSTRATE_070,SUBSTRATE_071,SUBSTRATE_072,SUBSTRATE_073,SUBSTRATE_074,SUBSTRATE_075,SUBSTRATE_076,SUBSTRATE_077,SUBSTRATE_078,SUBSTRATE_079,SUBSTRATE_080,SUBSTRATE_081,SUBSTRATE_082,SUBSTRATE_083,SUBSTRATE_084,SUBSTRATE_085,SUBSTRATE_086,SUBSTRATE_087,SUBSTRATE_088,SUBSTRATE_089,SUBSTRATE_090,SUBSTRATE_091,SUBSTRATE_092,SUBSTRATE_093,SUBSTRATE_094,SUBSTRATE_095,SUBSTRATE_096,SUBSTRATE_097,SUBSTRATE_098,SUBSTRATE_099,SUBSTRATE_100,SUBSTRATE_101,SUBSTRATE_102,SUBSTRATE_103,SUBSTRATE_104,SUBSTRATE_105,SUBSTRATE_106,SUBSTRATE_107,SUBSTRATE_108,SUBSTRATE_109,SUBSTRATE_110,SUBSTRATE_111,SUBSTRATE_112,SUBSTRATE_113,SUBSTRATE_114,SUBSTRATE_115,SUBSTRATE_116,SUBSTRATE_117,SUBSTRATE_118,SUBSTRATE_119,SUBSTRATE_120,SUBSTRATE_121,SUBSTRATE_122,SUBSTRATE_123,SUBSTRATE_124,SUBSTRATE_125,SUBSTRATE_126,SUBSTRATE_127,SUBSTRATE_128,SUBSTRATE_129,SUBSTRATE_130,SUBSTRATE_131,SUBSTRATE_132,SUBSTRATE_133,SUBSTRATE_134,SUBSTRATE_135,SUBSTRATE_136,SUBSTRATE_137,SUBSTRATE_138,SUBSTRATE_139,SUBSTRATE_140,SUBSTRATE_141,SUBSTRATE_142,SUBSTRATE_143,SUBSTRATE_144,SUBSTRATE_145,SUBSTRATE_146,SUBSTRATE_147,SUBSTRATE_148,SUBSTRATE_149,SUBSTRATE_150,SUBSTRATE_151,SUBSTRATE_152,SUBSTRATE_153,SUBSTRATE_154,SUBSTRATE_155,SUBSTRATE_156,SUBSTRATE_157,SUBSTRATE_158,SUBSTRATE_159,MACROALGAE_1,MACROALGAE_2,MACROALGAE_3,MACROALGAE_4
21/12/2014 0:00,Currimundi Reef,Currimundi Reef,2,HCE,RCTA,HCE,SPE,RCTA,HCE,RCTA,HCE,SCL,RCTA,RCCA,RC,RCTA,SCZ,HCBR,HCE,HCF,RCTA,SPE,SC,SCL,HCE,RCCA,HCE,HCE,SPE,HCE,HCE,HCE,HCE,RB,RCTA,RC,RCTA,OT,HCE,RCCA,RC,SCL,HCE,RC,HCE,RC,RCCA,HCE,RCCA,HCE,HCE,RC,HCE,SCL,RC,RC,OT,RC,SPE,RCTA,OT,HCE,RC,HCE,HCF,HCE,SCL,HCE,HCE,RCTA,RC,RC,RC,RCTA,RCTA,RCTA,RCTA,RCTA,RC,RC,RC,HCE,RCTA,HCE,HCE,RC,OT,HCE,RCCA,HCE,RC,RC,RCCA,OT,RC,RC,RC,RCTA,HCE,HCE,RCCA,HCE,SPE,RC,HCE,HCE,HCE,RC,RC,RC,HCF,HCE,HCE,RC,HCE,RCCA,RC,HCE,RCTA,RC,RCCA,HCF,RCTA,HCE,HCE,RC,SCL,RC,HCE,RC,RC,RCCA,HCE,RCTA,HCE,RC,HCE,HCE,RCCA,RCTA,RC,RC,SPE,RC,RCTA,HCE,HCE,RB,RC,RCTA,SC,RC,RB,RC,RC,RC,HCE,RC,RC,RCCA,RC,RC,SCL,10,10,10,10
7/05/2016 0:00,Currimundi Reef,Currimundi Reef,2,HCE,SD,SD,SD,HCF,HCE,HCE,SD,SD,HCE,SD,SD,RC,RC,HCM,HCE,OT,HCE,HCM,RC,RC,HCE,OT,RC,SC,SD,RB,SCL,NIA,HCM,HCE,SD,SD,SCL,RCTA,HCE,OT,RC,RC,SD,RC,RC,RC,RC,HCE,RC,HCM,SD,HCE,OT,RC,SD,RC,SD,RCCA,RCTA,RC,RC,OT,SD,RCCA,HCM,RB,SC,HCE,RB,HCE,RCTA,RCCA,RCTA,RCTA,RC,HCE,HCE,RB,RC,OT,RC,NIA,RC,SCL,SCL,OT,HCE,HCE,SCL,OT,RCTA,HCE,HCE,SCL,RC,RC,HCE,RC,NIA,RB,HCE,RCTA,RCCA,HCBR,NIA,RCTA,RB,RB,HCE,RCTA,OT,RCTA,HCE,RCTA,OT,SC,RB,SC,SC,RC,HCE,SP,HCF,NIA,HCE,HCE,RC,OT,HCE,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RB,RCTA,RB,RCTA,RC,OT,NIA,RCTA,RB,SC,OT,OT,HCF,HCE,RCTA,SC,HCE,SC,RCCA,RC,SC,RCTA,OT,RB,HCF,RCCA,SCL,OT,7,7,6,6
8/02/2014 0:00,Currimundi Reef,Currimundi Reef,2,HCE,SCL,RC,RC,HCE,SCL,RC,HCE,HCE,HCE,SCL,RCTA,HCE,RCTA,SC,HCE,HCE,HCE,HCE,RC,HCE,HCE,SCL,HCE,HCE,RC,RCTA,HCE,HCE,HCE,RCTA,RCTA,RCTA,HCE,RCTA,SCL,HCE,HCE,SPE,HCE,RCTA,HCE,HCE,RCTA,RCTA,HCE,RCCA,HCE,HCE,RCTA,HCE,SD,OT,RCTA,HCE,SC,RCTA,HCE,RCTA,RCTA,NIA,OT,RCTA,RCTA,RCTA,OT,HCE,HCE,HCE,HCE,RCTA,HCE,RCTA,HCE,HCE,SD,SD,RB,HCE,RCTA,RCTA,RCTA,HCE,HCE,RCTA,RCTA,OT,NIA,OT,RCTA,HCE,OT,RCCA,SC,OT,OT,HCE,OT,HCE,RCTA,RCTA,RCTA,HCE,HCE,SP,RCTA,SD,HCE,HCF,RCTA,RCTA,HCE,HCE,HCE,OT,RCTA,NIA,HCE,HCE,HCE,OT,HCE,HCE,HCE,HCE,HCE,RCTA,RCTA,HCE,RCTA,RC,HCE,RCTA,SC,HCE,HCE,HCE,RCTA,OT,SCL,RCCA,HCE,HCE,HCE,RCTA,RCTA,HCE,HCE,HCE,HCE,RCCA,RCCA,OT,NIA,HCE,OT,HCE,OT,RCCA,HCE,0,0,0,0
8/12/2012 0:00,Currimundi Reef,Currimundi Reef,2,HC,HCE,NIA,HCE,HCE,RCTA,RCTA,HCE,NIA,OT,HCE,RCTA,HCE,RCTA,HCE,OT,RCTA,HCE,SD,RCTA,HCF,HCE,RCTA,HCE,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,HCE,HCE,NIA,HCE,NIA,HCE,HCE,HCE,RCTA,HCE,RCTA,SD,SD,RCTA,SC,RCTA,NIA,RCTA,RCTA,SD,RCTA,HCE,HCE,SC,HCE,HCE,HCE,SD,SD,RCTA,HCE,HCE,RCTA,SC,HCE,RCTA,SD,OT,RCTA,HCE,HCE,RCTA,RCTA,RCTA,HCE,HCE,HC,RCTA,HCE,SD,RCTA,RCTA,HCE,RCTA,NIA,RCTA,RCTA,RCTA,HCE,HCE,SC,HC,HCE,RCTA,RCTA,RCTA,HCE,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SCL,RCTA,RCCA,SC,SC,SPE,RCTA,RCTA,HCE,HCE,SC,RCTA,HCE,OT,RCTA,RCTA,HCE,HCE,RCTA,RCTA,HCE,SD,RCTA,HCE,HCE,OT,HCE,RCTA,RCTA,NIA,HCE,HCE,SC,SC,SC,RCTA,SD,SD,SC,RCTA,RCTA,HCE,RCTA,RCTA,SD,SD,RCTA,NIA,SC,HCE,RCTA,HCE,HCE,RCTA,9,7,5,7
6/01/2018 0:00,Currimundi Reef,Currimundi Reef,2,SD,SC,HCE,SD,SD,RC,HCE,OT,SD,HCE,HCE,SD,RB,HCE,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SD,RCTA,RCTA,RCTA,HCE,RB,HCE,RCTA,RCCA,RCTA,HCE,HCE,RCTA,RCTA,RCTA,RCTA,HCE,SC,OT,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,HCE,HCE,SD,RCTA,HCE,RCCA,RCTA,NIA,RB,HCE,RCTA,RCTA,HCE,HCE,RCTA,RCTA,SPE,RCTA,HCE,RB,NIA,HCE,HCE,RCCA,RCTA,SD,HCE,RCCA,RCTA,SC,RCTA,RCTA,RCTA,RB,RB,RB,RB,RCTA,SC,RCTA,RCTA,RCTA,RCTA,SCL,HCE,RCTA,RCTA,RCTA,HCE,HCF,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RB,RCTA,RCTA,RCTA,HCE,RCTA,SC,RCTA,HCE,RCTA,HCE,HCE,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,RCCA,RCTA,RCCA,RCTA,HCE,HC,RB,SD,RCTA,HCE,RB,RCTA,RCTA,SCL,HCE,RCTA,RCTA,RCTA,RCCA,7,4,15,13
8/01/2012 0:00,Currimundi Reef,Currimundi Reef,2,HCE,RCTA,RCTA,SCL,HCE,HCE,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,SPE,OT,RCTA,RCTA,HCE,RCTA,HCE,RCTA,RCTA,HC,RCCA,HCE,HCE,SD,SCL,RCTA,SCL,RCCA,RCTA,HCE,RCTA,RCCA,RCTA,HCE,RCTA,HCE,RB,HCE,HCE,SD,HCE,RCTA,RCCA,RC,HCE,RCTA,RCTA,RCTA,RCTA,SD,RCTA,SC,RCTA,SD,HCM,RCTA,RCTA,HC,RCCA,RCCA,RCCA,HCE,HCE,HCE,RCTA,SD,RCTA,RCCA,RCTA,SD,HCE,RB,SC,HCE,HCE,SCL,OT,HCE,RCTA,RCCA,RB,RC,RC,RCTA,RCCA,RCTA,RCTA,HCE,HCE,HCE,RCCA,RCTA,SC,RC,HCE,RCTA,RCTA,RCTA,RCTA,HCB,RCTA,RCCA,RCCA,SCL,RCTA,HCE,RCTA,RCCA,HCE,RCTA,RCTA,HCE,SCL,HCE,RCTA,RC,OT,SD,RCTA,SCL,RCTA,SD,RCTA,HCE,HCE,RCTA,OT,RCTA,RCTA,RCTA,RCCA,RCTA,HCE,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCCA,HCM,SC,RC,RCCA,RCTA,RCTA,RC,RCTA,HC,RCTA,RCTA,RCTA,RCCA,RCTA,RCTA,RCCA,RCTA,HCE,0,1,0,0
11/03/2016 0:00,Currimundi Reef,Currimundi Reef,2,HC,RCTA,RCCA,RCCA,RCTA,SCL,RCCA,RCTA,RCTA,HC,HCF,HCP,HCP,SCL,RCTA,RCTA,RCCA,HCE,HCE,SCL,SCL,RCTA,RCCA,SCL,HCE,RCTA,RCCA,HCE,RCTA,RCTA,SCL,RCTA,SCL,SCL,RCTA,RCCA,RC,RC,SCL,RCCA,RCCA,RCCA,SP,HC,SCL,RCTA,RCTA,HC,HC,RCTA,SCL,RCTA,RCTA,SD,RCCA,SCL,RCTA,RCTA,SCL,SCL,HCE,RCTA,HCE,HC,RCCA,RCTA,RCTA,SCL,RCTA,SD,HCE,RCTA,SD,SD,RCTA,RCTA,HCE,SCL,RCTA,SD,HCBR,RCTA,SC,RCTA,RCCA,RCTA,SCL,SCL,HCE,RCTA,SC,RCTA,RCTA,RCTA,SCL,RCCA,SCL,SCL,SP,RCCA,HC,RCTA,SCL,HCE,RCTA,HCE,RCCA,RCCA,HCE,RCTA,HCE,RCTA,SD,SCL,HC,RCTA,RCCA,RCTA,HCE,HCE,RCCA,RCTA,RCTA,SD,SP,SD,RCTA,SC,RCCA,RCTA,RCTA,RCTA,SCL,HCE,RCTA,RCTA,HC,HC,RCTA,RCTA,SD,HCE,RCTA,RCTA,SD,HCE,SCL,RCTA,RCTA,RCTA,RCCA,RCCA,RB,SC,HCE,HCE,SCL,HCE,RCTA,HCE,2,3,1,2
20/12/2009 0:00,Currimundi Reef,Currimundi Reef,2,HCE,HCE,RCCA,HCE,SCZ,HCE,RCTA,HCE,SCL,SC,RCTA,SCL,HCE,RCTA,RCTA,RCTA,HCE,HCE,RCTA,RCTA,RCTA,RCTA,OT,SPE,SC,HCE,RCTA,RCTA,SC,HCE,RCTA,SCL,HCE,RCTA,RCTA,HCE,SCL,HCE,HCE,RCTA,SC,RCTA,HCE,RCTA,HCE,RCTA,HCE,RCTA,HCE,RCTA,RCTA,RCTA,RC,HCE,RC,HCE,RCTA,HC,SPE,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,OT,SC,RCTA,RCTA,SC,HCE,HCE,SC,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,OT,HCE,HCE,HCP,SC,SPE,SC,SC,HCE,SC,RCTA,OT,SC,SC,RCTA,RCTA,SCL,OT,RCTA,RCTA,SC,RCTA,RCTA,RCTA,RCTA,RCTA,SC,SC,HCE,RCTA,SCL,OT,OT,RCTA,RC,RCTA,SD,RC,RCCA,RCTA,HCE,RCTA,RCTA,HCE,RCCA,RCCA,RCCA,RC,HC,RCTA,SCL,RCTA,RCTA,SD,OT,RCCA,RCCA,OT,OT,SPE,RCTA,RC,RCTA,SC,RB,HCE,HCBR,HCBR,SC,HCBR,SCZ,SD,SC,RCCA,RCTA,RCTA,RCTA,HCE,SCZ,RCTA,0,0,0,0
9/03/2019 10:43,Currimundi Reef,Currimundi Reef,2,RCTA,HCE,HCE,SC,RCTA,SP,HC,RCTA,RCTA,RCTA,HCE,RCTA,SD,RCTA,HCE,RCTA,HCE,HCE,HCE,HCE,HCE,HCE,HCE,RCTA,HCE,RCTA,HCE,HCE,HCE,RCTA,SCL,RCTA,RCTA,RCTA,HCE,RCTA,HCE,HCE,SCL,SPE,RCTA,HCBR,RC,RCTA,RCCA,SCL,HCE,HCE,RCTA,HCE,RCCA,RCTA,HCE,HCE,RCTA,HCE,RCCA,RCTA,RCTA,SCL,HCE,HCE,SPE,RCTA,HCE,RCTA,RCTA,HCE,RCTA,HCE,HCE,SCL,SC,SPE,SD,HCBR,RCTA,RCTA,RCTA,HCE,RC,RC,RCTA,SC,RCTA,RCTA,RCTA,SD,SC,RCTA,HCE,RCTA,HCE,RCTA,RCCA,RCCA,HCE,RCTA,HCE,RCCA,HCE,HCE,SD,SD,SD,SD,SD,SD,HCE,SD,RCTA,RCTA,RCTA,RCTA,RC,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,HC,SCL,SC,RCTA,HCE,RCTA,SD,RC,SD,SD,RCCA,RC,SD,SCL,RCTA,SC,RCTA,RCCA,RCTA,HCE,HCE,RCTA,RCTA,HCE,HCE,HCE,RCTA,HCE,SCL,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCCA,RCTA,SC,HCE,8,5,7,5
28/01/2017 0:00,Currimundi Reef,Currimundi Reef,2,HCE,HCM,RCTA,RCTA,SD,SD,RCTA,HCF,NIA,OT,RCTA,RCTA,RCTA,RCTA,HCE,HCM,HC,HCE,SD,OT,RCTA,OT,SPE,SCL,RCTA,RCTA,HCE,RCTA,RCTA,HCE,NIA,HCE,OT,RCTA,SC,SD,HCM,OT,NIA,RCTA,HCBR,HCE,RCTA,SCL,RCTA,RCTA,RCTA,SD,HCE,HCF,RCTA,SD,OT,HCF,SD,RCTA,HCE,RCTA,HCM,HCE,SC,RCTA,HCE,HCM,OT,SC,HCE,RCTA,HCE,RCCA,NIA,HCE,RCTA,RCTA,RCTA,HCE,HCE,HCE,HCF,SD,SC,RCTA,OT,SC,HCF,NIA,SC,OT,HCE,HCE,RCTA,SC,RCTA,HCM,SC,HCE,RCTA,HCE,RCTA,RCTA,HCE,OT,RCTA,HC,NIA,RCTA,HCE,OT,RCTA,HCE,OT,OT,RCTA,HCE,RCTA,NIA,RCTA,SC,HCE,HCE,RCTA,OT,HCE,SD,RB,HCE,HCE,HCE,SC,NIA,NIA,RCTA,OT,SC,HC,OT,SCL,HC,HC,SCL,HCE,RCTA,OT,OT,OT,HCE,SC,SCL,HCE,SCL,HCE,SC,NIA,SC,HCE,SC,RCTA,NIA,HCE,RCTA,14,11,8,4
9/03/2019 8:45,Currimundi Reef,Currimundi Reef,3,HCE,HCE,RCTA,SP,SC,RCTA,HCE,RCCA,HCE,RCCA,SC,HC,RCTA,RCTA,OT,RCTA,HCE,RCTA,SC,RCTA,RCTA,SC,SC,SCL,HCE,SC,RCTA,SC,SCL,HCE,HCE,SC,RCTA,HCE,SC,HCE,HCE,SC,SC,SC,HCE,SCL,SCZ,SCL,HCE,RCCA,RCTA,HCE,HCE,RCTA,RCTA,HCE,HCE,HCE,HCE,RCCA,SCL,HCE,RCTA,HCE,RCTA,HCE,SD,SC,RC,RCTA,HCE,SC,RCTA,RC,RC,HCE,SC,HCF,HCE,RCTA,RCTA,HCE,SC,RCTA,SPE,SC,HCE,SCL,HCE,RCTA,SPE,SC,RCTA,HCE,RCTA,HCE,RCTA,RCTA,HCE,SC,HCE,RCTA,RCTA,SC,HCE,SC,HCE,HCE,HCF,HCF,SCL,HCE,HCE,SC,HCE,SCL,SC,RCTA,HCE,HCP,RCTA,RCTA,SCL,SCL,SD,SCL,HCE,RCTA,SCL,SC,SC,RCTA,RCTA,SCL,SD,RC,RC,SCL,HCE,SCL,HCE,SCL,RCTA,RCTA,HCE,SCL,HCE,RCTA,RCTA,HCE,SC,HCE,SCL,SD,HCE,SCL,SCL,HCE,HCE,HCE,RCTA,HCE,SCL,SCL,0,0,0,0
3/12/2007 0:00,Dead Mans Reef,Dead Mans,1,RCTA,RB,RCCA,RCTA,RCTA,RCTA,HCF,RCCA,RCTA,RCTA,RCCA,RCTA,SD,RCCA,RCCA,RCTA,RCTA,RCTA,HCF,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SD,RCTA,RCTA,SD,SD,RCTA,RCTA,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SP,RCTA,SD,SD,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SP,RCTA,RCTA,RCTA,RCTA,HCF,HCE,RCTA,RCTA,OT,SCL,RCTA,HCF,OT,HCM,RCTA,HCBR,OT,HCF,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCCA,OT,OT,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCF,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SP,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SP,RCTA,RCTA,SD,RCTA,RCTA,RCTA,OT,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,5,7,17,18
26/04/2014 0:00,Dead Mans Reef,Dead Mans,2,SD,SD,RCTA,SD,SD,RC,RC,RC,SD,SD,SD,SD,SD,SD,SD,RC,RC,SD,RC,RC,RC,RC,RC,RC,RC,RC,SD,SD,SD,RC,SD,SD,SD,RC,SD,RC,RC,RC,RC,RC,RC,RC,RC,RC,SD,RC,RC,RC,RC,SD,RC,RCTA,RC,RC,RCTA,RC,RCTA,RC,RCCA,RCTA,RC,RCTA,RCTA,RCTA,RC,RCTA,RCTA,RCTA,RCTA,OT,RCTA,RCTA,OT,SD,OT,RCTA,OT,RCTA,OT,SD,RCTA,RC,RCTA,RCTA,RCTA,RCTA,RCTA,SD,RCTA,RCTA,RCTA,RCTA,RC,RC,RC,RC,RCTA,RCTA,RC,RC,SD,RC,RCTA,RC,RCTA,RC,RC,RCTA,SP,RCTA,RC,RC,RC,RCTA,RCTA,SD,RC,SD,SD,RCTA,RCTA,SD,RCTA,RC,RCTA,SD,RC,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RC,SD,SD,RCTA,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,SD,RCTA,RC,RC,SD,OT,RCTA,NIA,OT,SD,RCTA,0,1,0,1
13/09/2015 0:00,Flat Rock Island,Shark Gulley,1,RCTA,RCTA,RCTA,SPE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,SPE,RCTA,HCB,RCTA,RCTA,NIA,OT,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,HCB,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SC,RCTA,RCTA,RCTA,HCBR,RCTA,RCTA,RCCA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCCA,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,SC,RCTA,RCTA,RCTA,RCTA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCTA,RCCA,NIA,RCCA,RCCA,HCBR,HCE,RCTA,RCTA,HCE,RCTA,RCTA,RCTA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,RCCA,HCE,RCTA,RCTA,RCTA,RCTA,HCBR,RCCA,HCE,HCBR,RCTA,RCTA,RCTA,HCE,RCCA,RCTA,RCTA,HCE,RCTA,10,6,19,0
8/10/2016 0:00,Flat Rock Island,Shark Gulley,1,NIA,RCTA,RCTA,RCTA,SPE,HC,RCTA,OT,RCTA,HCBR,HCBR,NIA,RCCA,NIA,HCE,NIA,OT,RCTA,RCTA,OT,HCBR,HCE,HCBR,RCTA,HCBR,NIA,HCBR,RCTA,HCE,HCBR,RCTA,NIA,OT,HCBR,RCTA,HCBR,RCTA,HCBR,OT,OT,RCTA,RCTA,RCTA,RCTA,HCBR,NIA,RCTA,RCTA,HCBR,HCE,RCTA,HCE,HCBR,RCTA,RCTA,RCTA,HCBR,HCE,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SC,RCTA,HCM,SPE,HCBR,NIA,RCTA,HCBR,HCBR,RCTA,RCCA,HCE,RCTA,SCL,HCE,OT,RCTA,HCE,HCE,HCM,RCTA,NIA,RCTA,NIA,NIA,NIA,RCTA,RCCA,NIA,HCBR,RCTA,RCTA,RCTA,HCBR,NIA,RCTA,RCCA,OT,RCTA,OT,RCTA,RCTA,RCTA,HCE,NIA,SC,RCTA,HCE,NIA,HCE,RCTA,HCBR,RCTA,RCTA,HCE,HCE,HCE,RCTA,HCBR,HCE,RCTA,HCE,RCTA,RCTA,RCTA,RCTA,HCBR,SPE,SC,RCTA,RCTA,RCTA,NIA,RCTA,RCTA,SPE,HCM,HCP,OT,RCCA,RCTA,HCM,HCBR,RCTA,RCTA,RCTA,SCL,RCTA,HCP,HCE,SPE,HCBR,HCBR,RCTA,HCP,RCTA,1,3,0,1
5/03/2016 0:00,Flat Rock Island,Shark Gulley,1,HCBR,RCTA,RCTA,RCTA,RCTA,HCBR,RCTA,HCBR,HCE,RCTA,HCBR,NIA,HCB,HCE,NIA,NIA,HCP,NIA,HCBR,SPE,RCTA,HCM,RCTA,RC,RC,RCTA,HCBR,RC,RCTA,RCTA,RCTA,RCTA,RCTA,NIA,HCE,HCB,HCE,RCTA,NIA,NIA,NIA,HCBR,OT,HCE,RCCA,NIA,NIA,NIA,NIA,NIA,RCTA,NIA,RB,RB,RB,RCTA,NIA,RCTA,RCCA,HCE,HCP,HCBR,NIA,OT,NIA,HCE,HCBR,RC,RC,NIA,NIA,RC,RCTA,RCTA,RCTA,SPE,RCTA,NIA,RB,RB,HCE,HCM,NIA,HCE,NIA,NIA,NIA,NIA,HCBR,NIA,NIA,NIA,NIA,NIA,RCTA,RCTA,RCTA,RC,RCTA,RCTA,RC,HCBR,NIA,NIA,NIA,RCCA,HCBR,NIA,NIA,RC,NIA,NIA,RC,HCE,NIA,RC,NIA,RCTA,SC,NIA,NIA,NIA,NIA,NIA,RCTA,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,SC,RCTA,RCTA,HCBR,RC,HCBR,NIA,RCTA,HCBR,SPE,NIA,NIA,NIA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,RCTA,3,4,6,2
20/05/2017 0:00,Flat Rock Island,Shark Gulley,1,HC,RCCA,RCCA,RCCA,HC,HCP,RCCA,SPE,RCCA,SPE,RCCA,HC,RCTA,SD,HC,RCTA,SC,RCTA,HCE,RCTA,HC,RCTA,SC,NIA,RCCA,SC,RCTA,RCTA,RCCA,RCCA,RCTA,NIA,RCCA,NIA,RCCA,NIA,RCTA,NIA,HCE,RCTA,SD,SD,SD,RCTA,HC,HC,RCTA,HCE,HCE,RCTA,SPE,RCCA,RCTA,SD,SD,HCF,RB,SPE,HC,HCF,HC,RCTA,NIA,RCCA,HCE,RCTA,HCF,RCTA,HCF,HCF,RKC,RB,HCE,RCCA,RB,RCTA,HCP,RCCA,RCTA,SP,HCP,HCE,NIA,RCTA,HC,HCE,RCTA,HCE,RCTA,RCTA,RCTA,SPE,SCZ,HCP,HCF,HCF,HCP,RCTA,SCL,HCE,RCTA,RCTA,HCF,RCCA,RCCA,OT,HCP,RCTA,SP,RB,HCE,HCP,RB,SD,RCTA,RCCA,RCCA,RCCA,HCF,RCTA,RCTA,HCBR,HCE,RCTA,RCTA,NIA,RCTA,RCTA,RCTA,NIA,RCTA,NIA,RCTA,RCTA,RCTA,RCTA,NIA,RCTA,RCTA,RCTA,HCF,HCF,RCCA,RCTA,RCTA,RCTA,RCCA,OT,RB,RCCA,HCE,RCTA,NIA,SPE,RCCA,HC,HC,RCTA,RCTA,HCM,0,0,0,0
